date,temperature,location
2022-05-16,9.40948559434237,City Center
2022-05-17,12.103020709562859,City Center
2022-05-18,1.6980188060323584,City Center
2022-05-19,9.857867679449,City Center
2022-05-20,11.291301201307265,City Center
2022-05-21,17.217891960806902,City Center
2022-05-22,4.225729231596492,City Center
2022-05-23,11.18508027254804,City Center
2022-05-24,10.192296650953349,City Center
2022-05-25,14.2697845928775,City Center
2022-05-26,5.217430595717086,City Center
2022-05-27,14.164938932163981,City Center
2022-05-28,15.544173046853642,City Center
2022-05-29,6.037422983327486,City Center
2022-05-30,3.748368356306054,City Center
2022-05-31,5.306031890645361,City Center
2022-06-01,4.330404860114445,City Center
2022-06-02,-1.0867078013490072,City Center
2022-06-03,5.2227880832235885,City Center
2022-06-04,11.674451380024728,City Center
2022-06-05,9.407285901280748,City Center
2022-06-06,13.33656832028105,City Center
2022-06-07,4.055594308238678,City Center
2022-06-08,6.647375522058059,City Center
2022-06-09,10.32074387722403,City Center
2022-06-10,1.693237887430402,City Center
2022-06-11,1.051800843783484,City Center
2022-06-12,12.463893706481581,City Center
2022-06-13,3.496876435098872,City Center
2022-06-14,5.3789245613972065,City Center
2022-06-15,6.018595661169492,City Center
2022-06-16,0.8276156885907833,City Center
2022-06-17,16.06393200466281,City Center
2022-06-18,2.201867521455882,City Center
2022-06-19,7.04079773630373,City Center
2022-06-20,-7.717065979869451,City Center
2022-06-21,-13.490012241388877,City Center
2022-06-22,-3.3985342351639503,City Center
2022-06-23,4.438559622196111,City Center
2022-06-24,4.049889632569883,City Center
2022-06-25,6.750145678636883,City Center
2022-06-26,16.569991145354322,City Center
2022-06-27,3.989647742538734,City Center
2022-06-28,6.96796524193074,City Center
2022-06-29,3.0106132150077336,City Center
2022-06-30,1.9796496495109248,City Center
2022-07-01,4.018746194190721,City Center
2022-07-02,12.87277200592667,City Center
2022-07-03,3.0835372433625485,City Center
2022-07-04,6.1390878085768295,City Center
2022-07-05,13.291057494287745,City Center
2022-07-06,6.427656049107101,City Center
2022-07-07,4.611785404549339,City Center
2022-07-08,9.782193308063473,City Center
2022-07-09,-3.4517604319669406,City Center
2022-07-10,2.7757189376933544,City Center
2022-07-11,7.841709417061865,City Center
2022-07-12,5.277801941785091,City Center
2022-07-13,5.159658834280971,City Center
2022-07-14,1.7505092857224631,City Center
2022-07-15,5.443283297603109,City Center
2022-07-16,2.563623623716331,City Center
2022-07-17,2.0031436562062037,City Center
2022-07-18,13.770758807084617,City Center
2022-07-19,13.672949092357577,City Center
2022-07-20,5.769961376384072,City Center
2022-07-21,9.618012873465059,City Center
2022-07-22,13.302562379702715,City Center
2022-07-23,7.131615537888528,City Center
2022-07-24,8.221697994026778,City Center
2022-07-25,4.246035339339657,City Center
2022-07-26,6.341313857550916,City Center
2022-07-27,2.084221687511003,City Center
2022-07-28,2.4835878705668835,City Center
2022-07-29,4.159801789810561,City Center
2022-07-30,0.9042078333775097,City Center
2022-07-31,11.000957437207527,City Center
2022-08-01,5.569280536106333,City Center
2022-08-02,11.448621594895824,City Center
2022-08-03,14.062767316703129,City Center
2022-08-04,9.336766065388824,City Center
2022-08-05,13.990343444474643,City Center
2022-08-06,10.111378454085974,City Center
2022-08-07,8.28226973975653,City Center
2022-08-08,4.481740069247245,City Center
2022-08-09,10.665037682763105,City Center
2022-08-10,2.2034052923843968,City Center
2022-08-11,4.913269520320293,City Center
2022-08-12,9.673408529963975,City Center
2022-08-13,8.743646768225993,City Center
2022-08-14,10.02257022261947,City Center
2022-08-15,10.788393624210874,City Center
2022-08-16,9.291849079412822,City Center
2022-08-17,0.7350732752888618,City Center
2022-08-18,9.35703284170354,City Center
2022-08-19,7.7619063868606295,City Center
2022-08-20,15.874941582623435,City Center
2022-08-21,5.668310378938243,City Center
2022-08-22,7.486093743736219,City Center
2022-08-23,14.00048209056689,City Center
2022-08-24,13.44763662558201,City Center
2022-08-25,6.423794722891946,City Center
2022-08-26,13.404732301873228,City Center
2022-08-27,15.20024477490669,City Center
2022-08-28,14.945073153372306,City Center
2022-08-29,9.039238559908329,City Center
2022-08-30,10.468012474555776,City Center
2022-08-31,12.10142305354651,City Center
2022-09-01,18.839734418155984,City Center
2022-09-02,13.588843102528967,City Center
2022-09-03,8.63758145772594,City Center
2022-09-04,19.992080451335845,City Center
2022-09-05,16.530059672305725,City Center
2022-09-06,5.286198548065874,City Center
2022-09-07,8.909707845752497,City Center
2022-09-08,9.43164407873481,City Center
2022-09-09,25.882367937703584,City Center
2022-09-10,-2.3962000145242506,City Center
2022-09-11,21.86396557390342,City Center
2022-09-12,15.648121125762646,City Center
2022-09-13,16.645858521971075,City Center
2022-09-14,16.247351568730394,City Center
2022-09-15,19.566599724912308,City Center
2022-09-16,18.733176130273904,City Center
2022-09-17,18.095919394379152,City Center
2022-09-18,17.158377171068906,City Center
2022-09-19,26.17188979843022,City Center
2022-09-20,16.312242741528383,City Center
2022-09-21,16.29821941041211,City Center
2022-09-22,21.697538726007778,City Center
2022-09-23,14.160834777995833,City Center
2022-09-24,21.465494993892932,City Center
2022-09-25,19.414051888008142,City Center
2022-09-26,27.238784446124072,City Center
2022-09-27,11.048011999996382,City Center
2022-09-28,23.553220591681374,City Center
2022-09-29,11.85015633913287,City Center
2022-09-30,15.727803775923997,City Center
2022-10-01,22.25647375026208,City Center
2022-10-02,10.064288972254097,City Center
2022-10-03,18.6855772504222,City Center
2022-10-04,24.730131951253917,City Center
2022-10-05,20.85650742917338,City Center
2022-10-06,20.776094649489863,City Center
2022-10-07,21.3058597839653,City Center
2022-10-08,25.91679008620863,City Center
2022-10-09,25.411330968578532,City Center
2022-10-10,19.303057257672116,City Center
2022-10-11,33.12585230671953,City Center
2022-10-12,22.21901775757664,City Center
2022-10-13,28.82598631704638,City Center
2022-10-14,22.423342311100054,City Center
2022-10-15,29.632709872177244,City Center
2022-10-16,33.480573279869255,City Center
2022-10-17,23.08139593327343,City Center
2022-10-18,24.626045573130646,City Center
2022-10-19,21.799679383510245,City Center
2022-10-20,29.549118765984453,City Center
2022-10-21,21.02378565575023,City Center
2022-10-22,30.814518985777426,City Center
2022-10-23,19.572348989949237,City Center
2022-10-24,21.579394345615892,City Center
2022-10-25,17.944791150926108,City Center
2022-10-26,25.89373373819816,City Center
2022-10-27,30.70091984103266,City Center
2022-10-28,30.52791799325454,City Center
2022-10-29,27.097430439215298,City Center
2022-10-30,26.82577920070278,City Center
2022-10-31,24.149614641849695,City Center
2022-11-01,30.150430582464654,City Center
2022-11-02,26.34740035747531,City Center
2022-11-03,28.10938489770542,City Center
2022-11-04,23.064506762580947,City Center
2022-11-05,22.30692452437832,City Center
2022-11-06,33.245413063193475,City Center
2022-11-07,35.187393782514455,City Center
2022-11-08,31.478049424053058,City Center
2022-11-09,28.163656211366334,City Center
2022-11-10,33.214785407697924,City Center
2022-11-11,27.290268127278942,City Center
2022-11-12,26.951283120933905,City Center
2022-11-13,33.53530136086842,City Center
2022-11-14,27.101214976047377,City Center
2022-11-15,20.661973957675272,City Center
2022-11-16,41.64719510420012,City Center
2022-11-17,31.871612934680684,City Center
2022-11-18,27.299205071186066,City Center
2022-11-19,27.841144372841594,City Center
2022-11-20,29.0472730972365,City Center
2022-11-21,23.702268962220856,City Center
2022-11-22,34.122020544912296,City Center
2022-11-23,30.77282723081372,City Center
2022-11-24,36.75688852841716,City Center
2022-11-25,26.90000210763173,City Center
2022-11-26,29.2000851202191,City Center
2022-11-27,31.56756237090887,City Center
2022-11-28,23.148583084667884,City Center
2022-11-29,34.62008188368609,City Center
2022-11-30,32.59578643783125,City Center
2022-12-01,34.45764515718827,City Center
2022-12-02,40.47079309217492,City Center
2022-12-03,36.51222027026529,City Center
2022-12-04,32.384900131057236,City Center
2022-12-05,40.98858417536452,City Center
2022-12-06,36.1253995995459,City Center
2022-12-07,34.96800573858543,City Center
2022-12-08,36.14010272450647,City Center
2022-12-09,34.36756883393874,City Center
2022-12-10,37.615835817485014,City Center
2022-12-11,26.84632482263863,City Center
2022-12-12,45.771826017861976,City Center
2022-12-13,30.440884236855155,City Center
2022-12-14,34.161750800634664,City Center
2022-12-15,35.574645995237994,City Center
2022-12-16,26.15040473260656,City Center
2022-12-17,36.85154975734653,City Center
2022-12-18,31.191995751822603,City Center
2022-12-19,37.827455418266084,City Center
2022-12-20,45.326119937293626,City Center
2022-12-21,37.78583188444198,City Center
2022-12-22,25.717807709862722,City Center
2022-12-23,35.31883607253443,City Center
2022-12-24,39.308830677518486,City Center
2022-12-25,27.32066648340802,City Center
2022-12-26,31.768724613872543,City Center
2022-12-27,32.83526374056285,City Center
2022-12-28,31.743330289170608,City Center
2022-12-29,40.34001128613689,City Center
2022-12-30,40.27998853706349,City Center
2022-12-31,37.55074055080066,City Center
2023-01-01,35.64394657720638,City Center
2023-01-02,38.19772417557736,City Center
2023-01-03,31.206613205947683,City Center
2023-01-04,34.456613798620516,City Center
2023-01-05,34.473812938934834,City Center
2023-01-06,33.41275121251313,City Center
2023-01-07,42.19422275188906,City Center
2023-01-08,34.764632378508125,City Center
2023-01-09,34.347823110760984,City Center
2023-01-10,29.956045451132688,City Center
2023-01-11,36.58803043685583,City Center
2023-01-12,33.025159542399294,City Center
2023-01-13,28.70826827726582,City Center
2023-01-14,32.01492442888527,City Center
2023-01-15,43.261093002837185,City Center
2023-01-16,30.607289636734848,City Center
2023-01-17,39.322296647039224,City Center
2023-01-18,32.787869299859835,City Center
2023-01-19,31.806637209423997,City Center
2023-01-20,43.754232417281656,City Center
2023-01-21,33.25662222714369,City Center
2023-01-22,30.24256086043743,City Center
2023-01-23,47.117922523213366,City Center
2023-01-24,41.28324657232886,City Center
2023-01-25,36.15221078000491,City Center
2023-01-26,30.196632335864443,City Center
2023-01-27,30.822396941848467,City Center
2023-01-28,30.21467277072631,City Center
2023-01-29,36.62116902346787,City Center
2023-01-30,34.39273283717696,City Center
2023-01-31,35.93978930838383,City Center
2023-02-01,31.174106425556182,City Center
2023-02-02,41.05333736167071,City Center
2023-02-03,35.80936904948755,City Center
2023-02-04,34.00043664951777,City Center
2023-02-05,33.797600219970334,City Center
2023-02-06,37.83029646223407,City Center
2023-02-07,32.25199463112226,City Center
2023-02-08,35.31963979200025,City Center
2023-02-09,25.206692626167104,City Center
2023-02-10,27.400301626378795,City Center
2023-02-11,28.252610193133535,City Center
2023-02-12,23.854496771559248,City Center
2023-02-13,37.88216694863262,City Center
2023-02-14,23.867771366143238,City Center
2023-02-15,32.30343394733687,City Center
2023-02-16,25.84844273463387,City Center
2023-02-17,36.24110118872714,City Center
2023-02-18,25.81793232894811,City Center
2023-02-19,24.92723363273376,City Center
2023-02-20,26.036432622927524,City Center
2023-02-21,29.629999629047077,City Center
2023-02-22,27.19552912797848,City Center
2023-02-23,21.61180310635229,City Center
2023-02-24,24.714167016689036,City Center
2023-02-25,21.878955218458703,City Center
2023-02-26,27.897330571909496,City Center
2023-02-27,33.02390952596237,City Center
2023-02-28,24.42445005962321,City Center
2023-03-01,26.08457808455287,City Center
2023-03-02,31.064699780063194,City Center
2023-03-03,25.731105679159274,City Center
2023-03-04,34.08423099221692,City Center
2023-03-05,40.525906774480596,City Center
2023-03-06,30.701077282097664,City Center
2023-03-07,31.468649961699228,City Center
2023-03-08,18.893708559942937,City Center
2023-03-09,28.826644481716702,City Center
2023-03-10,24.190289980250284,City Center
2023-03-11,21.363853786377426,City Center
2023-03-12,29.15527801543645,City Center
2023-03-13,29.720541252925695,City Center
2023-03-14,23.627692960522108,City Center
2023-03-15,33.72470343474503,City Center
2023-03-16,20.826815598273797,City Center
2023-03-17,25.31840947725454,City Center
2023-03-18,24.878597819200955,City Center
2023-03-19,21.18342074109646,City Center
2023-03-20,22.599308735777342,City Center
2023-03-21,21.10920294890809,City Center
2023-03-22,31.662298603271864,City Center
2023-03-23,22.239660626821117,City Center
2023-03-24,21.666616141271792,City Center
2023-03-25,18.35857243425722,City Center
2023-03-26,25.29371388926496,City Center
2023-03-27,18.480945621215195,City Center
2023-03-28,35.953659828629284,City Center
2023-03-29,12.717532991602784,City Center
2023-03-30,22.717018532132577,City Center
2023-03-31,19.25506160428167,City Center
2023-04-01,14.635586217693447,City Center
2023-04-02,16.84173938337516,City Center
2023-04-03,17.675815495559718,City Center
2023-04-04,28.11823824058267,City Center
2023-04-05,14.09238959989095,City Center
2023-04-06,28.262327293305987,City Center
2023-04-07,16.666262549268378,City Center
2023-04-08,28.842996457540316,City Center
2023-04-09,14.98133920831437,City Center
2023-04-10,16.779347340288634,City Center
2023-04-11,26.04560473882394,City Center
2023-04-12,19.614861581157303,City Center
2023-04-13,16.22017108036415,City Center
2023-04-14,20.507820155205184,City Center
2023-04-15,17.498902461481066,City Center
2023-04-16,16.363951507146254,City Center
2023-04-17,17.847333676672022,City Center
2023-04-18,18.6161370641384,City Center
2023-04-19,11.288746514244135,City Center
2023-04-20,4.2609447719555735,City Center
2023-04-21,15.947796553080442,City Center
2023-04-22,11.647160104410247,City Center
2023-04-23,14.381483910861943,City Center
2023-04-24,14.734955230047579,City Center
2023-04-25,14.334993161073031,City Center
2023-04-26,7.972904326542558,City Center
2023-04-27,5.955140003498806,City Center
2023-04-28,12.189647511423917,City Center
2023-04-29,17.49944874112703,City Center
2023-04-30,11.923907075598816,City Center
2023-05-01,4.078170277158659,City Center
2023-05-02,16.99623784658481,City Center
2023-05-03,5.466501969821468,City Center
2023-05-04,17.167851746720586,City Center
2023-05-05,16.63396808209879,City Center
2023-05-06,1.2608155204925602,City Center
2023-05-07,12.103906109750373,City Center
2023-05-08,11.49505441951166,City Center
2023-05-09,12.196859717874935,City Center
2023-05-10,5.119058879440771,City Center
2023-05-11,10.831557320156378,City Center
2023-05-12,1.7510432050488838,City Center
2023-05-13,1.7628815895503873,City Center
2023-05-14,6.802417061802643,City Center
2023-05-15,17.36133173543698,City Center
2023-05-16,5.130341485082668,City Center
2023-05-17,18.334460541611605,City Center
2023-05-18,8.24497112331812,City Center
2023-05-19,14.580646658381756,City Center
2023-05-20,5.7374111321645564,City Center
2023-05-21,5.823845408677479,City Center
2023-05-22,8.564435372523993,City Center
2023-05-23,15.137975632892623,City Center
2023-05-24,7.542154859726617,City Center
2023-05-25,-1.3288334923839287,City Center
2023-05-26,11.55806292616929,City Center
2023-05-27,15.32300457006881,City Center
2023-05-28,10.171117911896543,City Center
2023-05-29,11.681659058056706,City Center
2023-05-30,7.080241835661877,City Center
2023-05-31,7.2713005842825185,City Center
2023-06-01,12.341027125810978,City Center
2023-06-02,7.09463396116353,City Center
2023-06-03,13.901892209340122,City Center
2023-06-04,8.656414788567853,City Center
2023-06-05,9.200443486273581,City Center
2023-06-06,0.363163151568787,City Center
2023-06-07,7.098793609102219,City Center
2023-06-08,2.4949847477279663,City Center
2023-06-09,8.93292365140112,City Center
2023-06-10,15.426469501442277,City Center
2023-06-11,2.4255416003567483,City Center
2023-06-12,6.418327303686441,City Center
2023-06-13,2.683113735953091,City Center
2023-06-14,2.0160354685895983,City Center
2023-06-15,13.272420817047413,City Center
2023-06-16,3.8059904383253342,City Center
2023-06-17,5.5568860902813295,City Center
2023-06-18,3.614698097243907,City Center
2023-06-19,3.8306380392142967,City Center
2023-06-20,-2.6112643335878545,City Center
2023-06-21,10.830538515241921,City Center
2023-06-22,5.271980919588284,City Center
2023-06-23,4.435301990647521,City Center
2023-06-24,11.932237118248366,City Center
2023-06-25,4.386749661654166,City Center
2023-06-26,5.667675303641393,City Center
2023-06-27,0.6022280916430995,City Center
2023-06-28,11.271304287542241,City Center
2023-06-29,8.13684540953402,City Center
2023-06-30,0.0606579670101004,City Center
2023-07-01,-4.070133805860488,City Center
2023-07-02,-0.33667667809640367,City Center
2023-07-03,-0.8190607406396024,City Center
2023-07-04,2.082808490166115,City Center
2023-07-05,12.69424473061361,City Center
2023-07-06,7.333203224013161,City Center
2023-07-07,5.253709465920467,City Center
2023-07-08,4.272947158590064,City Center
2023-07-09,4.481498456924015,City Center
2023-07-10,2.7643538589162207,City Center
2023-07-11,2.5538236489942676,City Center
2023-07-12,1.6103713339718992,City Center
2023-07-13,7.953759243379892,City Center
2023-07-14,-0.5553887283497048,City Center
2023-07-15,12.802079730413295,City Center
2023-07-16,6.0006581771138965,City Center
2023-07-17,5.499547763814013,City Center
2023-07-18,3.31087869647976,City Center
2023-07-19,6.929577121118499,City Center
2023-07-20,10.267990875234544,City Center
2023-07-21,13.206599616105983,City Center
2023-07-22,12.319672328191794,City Center
2023-07-23,10.178165608221564,City Center
2023-07-24,0.5069843552836133,City Center
2023-07-25,5.1163076421525755,City Center
2023-07-26,5.229453303082531,City Center
2023-07-27,10.940785094907872,City Center
2023-07-28,-5.288693716394469,City Center
2023-07-29,2.7384150803801717,City Center
2023-07-30,4.460813903712339,City Center
2023-07-31,8.187503914783683,City Center
2023-08-01,12.582192180367958,City Center
2023-08-02,5.052652632998896,City Center
2023-08-03,3.331380442400889,City Center
2023-08-04,0.5762450196635758,City Center
2023-08-05,9.480381251112089,City Center
2023-08-06,8.165248708242597,City Center
2023-08-07,7.835841474912514,City Center
2023-08-08,6.958833764886258,City Center
2023-08-09,5.300173431679884,City Center
2023-08-10,13.577288974357963,City Center
2023-08-11,14.65923348284039,City Center
2023-08-12,-4.169908888349454,City Center
2023-08-13,0.7364136840715112,City Center
2023-08-14,1.428635798440764,City Center
2023-08-15,18.982525214330636,City Center
2023-08-16,19.909441797219422,City Center
2023-08-17,13.642635249104554,City Center
2023-08-18,3.965400410596427,City Center
2023-08-19,10.110092854438905,City Center
2023-08-20,14.838452182442069,City Center
2023-08-21,13.867365559484803,City Center
2023-08-22,12.323278777338432,City Center
2023-08-23,15.165772005466948,City Center
2023-08-24,12.709425051837785,City Center
2023-08-25,13.341975293095993,City Center
2023-08-26,14.550253151600245,City Center
2023-08-27,11.036620235659749,City Center
2023-08-28,31.021152182838186,City Center
2023-08-29,13.213498071690717,City Center
2023-08-30,17.01345278445843,City Center
2023-08-31,7.765979505024211,City Center
2023-09-01,12.740796803629118,City Center
2023-09-02,5.667488954505526,City Center
2023-09-03,6.481585849665227,City Center
2023-09-04,17.808812500910665,City Center
2023-09-05,12.58794450785888,City Center
2023-09-06,16.54296450540634,City Center
2023-09-07,17.586616330184278,City Center
2023-09-08,16.381274166135448,City Center
2023-09-09,15.56294146794167,City Center
2023-09-10,16.102358696600913,City Center
2023-09-11,10.737027545696156,City Center
2023-09-12,20.7639203233198,City Center
2023-09-13,6.5485998096207325,City Center
2023-09-14,20.207822836566834,City Center
2023-09-15,14.851701937674344,City Center
2023-09-16,21.29518122278643,City Center
2023-09-17,19.788417248239394,City Center
2023-09-18,25.371511864184072,City Center
2023-09-19,16.83338762268034,City Center
2023-09-20,23.81130048359152,City Center
2023-09-21,18.99206425857081,City Center
2023-09-22,11.46270821118733,City Center
2023-09-23,11.564299019636469,City Center
2023-09-24,22.13210014655216,City Center
2023-09-25,17.3903373217357,City Center
2023-09-26,9.092776622767069,City Center
2023-09-27,25.587083589484962,City Center
2023-09-28,21.183473327198115,City Center
2023-09-29,19.790622270061814,City Center
2023-09-30,18.023244638828437,City Center
2023-10-01,23.747724947572433,City Center
2023-10-02,18.453608316629293,City Center
2023-10-03,18.553210380945643,City Center
2023-10-04,17.655737523564383,City Center
2023-10-05,15.563112767556362,City Center
2023-10-06,24.65909351135783,City Center
2023-10-07,14.89307850289143,City Center
2023-10-08,21.417043351133824,City Center
2023-10-09,17.505781748790525,City Center
2023-10-10,11.94924282076813,City Center
2023-10-11,30.9763303757717,City Center
2023-10-12,22.982891634137296,City Center
2023-10-13,29.92197663740178,City Center
2023-10-14,26.748019422834254,City Center
2023-10-15,26.552162808753508,City Center
2023-10-16,31.2818863020057,City Center
2023-10-17,18.619614010063298,City Center
2023-10-18,23.47125382712871,City Center
2023-10-19,26.5765782556705,City Center
2023-10-20,16.740836788381102,City Center
2023-10-21,21.390600801072136,City Center
2023-10-22,31.838560386101673,City Center
2023-10-23,36.64585253452104,City Center
2023-10-24,25.10295118660542,City Center
2023-10-25,27.221431579357056,City Center
2023-10-26,21.331707877357992,City Center
2023-10-27,21.313567888915426,City Center
2023-10-28,23.39786839954882,City Center
2023-10-29,27.249367848296814,City Center
2023-10-30,29.21866738273013,City Center
2023-10-31,26.85553809904741,City Center
2023-11-01,15.49884923500323,City Center
2023-11-02,35.78959151419599,City Center
2023-11-03,26.44519011111486,City Center
2023-11-04,21.606400071137347,City Center
2023-11-05,36.75044831827983,City Center
2023-11-06,28.475957902357727,City Center
2023-11-07,23.82426331106393,City Center
2023-11-08,28.252544641780126,City Center
2023-11-09,25.395102746879566,City Center
2023-11-10,33.76564787674946,City Center
2023-11-11,22.736988021415907,City Center
2023-11-12,28.585176985323088,City Center
2023-11-13,30.70719868184537,City Center
2023-11-14,31.712271998353653,City Center
2023-11-15,26.63823101009642,City Center
2023-11-16,28.6582784107448,City Center
2023-11-17,34.44166588603022,City Center
2023-11-18,25.89670617663355,City Center
2023-11-19,41.432589634702126,City Center
2023-11-20,31.853285073671184,City Center
2023-11-21,26.590541799017732,City Center
2023-11-22,33.62411843113567,City Center
2023-11-23,35.43526996820513,City Center
2023-11-24,35.6049638302927,City Center
2023-11-25,34.68230522118201,City Center
2023-11-26,40.18425949976411,City Center
2023-11-27,27.904024000512642,City Center
2023-11-28,30.446459404008483,City Center
2023-11-29,35.68213544353933,City Center
2023-11-30,32.22780273486471,City Center
2023-12-01,31.17005801804487,City Center
2023-12-02,34.55563102653913,City Center
2023-12-03,26.909455113053895,City Center
2023-12-04,21.8130959646248,City Center
2023-12-05,29.576834221294696,City Center
2023-12-06,36.45416504309817,City Center
2023-12-07,26.182520115604675,City Center
2023-12-08,32.419049001179786,City Center
2023-12-09,37.31654734743563,City Center
2023-12-10,28.484654381306445,City Center
2023-12-11,32.511356119295584,City Center
2023-12-12,36.47142451249435,City Center
2023-12-13,31.531220410908833,City Center
2023-12-14,32.506838641330326,City Center
2023-12-15,45.95625005108623,City Center
2023-12-16,34.24449278410983,City Center
2023-12-17,34.24717978905191,City Center
2023-12-18,32.27192396008595,City Center
2023-12-19,34.64363684849093,City Center
2023-12-20,38.58382085449459,City Center
2023-12-21,40.344396509703785,City Center
2023-12-22,34.3774181264418,City Center
2023-12-23,23.99536631237912,City Center
2023-12-24,31.703103354984115,City Center
2023-12-25,39.668838118310354,City Center
2023-12-26,41.46238369298117,City Center
2023-12-27,35.76579503435339,City Center
2023-12-28,37.44690978573878,City Center
2023-12-29,33.74730569733666,City Center
2023-12-30,32.586194913503626,City Center
2023-12-31,32.19834113822892,City Center
