date,price,volume,symbol
2021-04-25,157.05170740443035,9616,TECH
2021-04-26,158.58281263326316,7410,TECH
2021-04-27,155.50367674504866,2490,TECH
2021-04-28,158.12949000681104,9428,TECH
2021-04-29,158.7195630471792,7833,TECH
2021-04-30,156.14496273509957,9735,TECH
2021-05-01,152.47555873903175,3651,TECH
2021-05-02,148.1868195238614,1047,TECH
2021-05-03,149.66688150579387,9043,TECH
2021-05-04,149.21221131516668,3441,TECH
2021-05-05,150.90758899712927,9059,TECH
2021-05-06,148.25559185096586,5630,TECH
2021-05-07,154.87200947087283,2983,TECH
2021-05-08,161.19406878702236,3385,TECH
2021-05-09,167.81264392267718,1986,TECH
2021-05-10,167.47329083194936,5603,TECH
2021-05-11,164.87947497333178,9052,TECH
2021-05-12,166.36667294268955,4123,TECH
2021-05-13,173.45186741381923,4060,TECH
2021-05-14,172.51377069924604,2473,TECH
2021-05-15,175.9960003590327,7752,TECH
2021-05-16,179.19580445478456,3805,TECH
2021-05-17,179.75234088510058,7223,TECH
2021-05-18,178.47161392542375,1592,TECH
2021-05-19,173.42800196711386,5980,TECH
2021-05-20,169.64296182862964,3312,TECH
2021-05-21,166.97285375418,7185,TECH
2021-05-22,165.24290848364726,6213,TECH
2021-05-23,161.79267840300898,1468,TECH
2021-05-24,158.7363995572343,1345,TECH
2021-05-25,161.15630873371742,6167,TECH
2021-05-26,160.8891135349425,2724,TECH
2021-05-27,156.37636711091574,7978,TECH
2021-05-28,156.92653315148075,8074,TECH
2021-05-29,154.57895826742805,8062,TECH
2021-05-30,151.47656591361206,6816,TECH
2021-05-31,153.00581817303998,7044,TECH
2021-06-01,154.73985189346578,8387,TECH
2021-06-02,152.44924065445326,2668,TECH
2021-06-03,153.0530132141036,1024,TECH
2021-06-04,153.16950629483915,1734,TECH
2021-06-05,148.6116503961779,4198,TECH
2021-06-06,150.8262658608634,8154,TECH
2021-06-07,153.1077274199907,5920,TECH
2021-06-08,149.75814551737489,2670,TECH
2021-06-09,151.575090332683,8924,TECH
2021-06-10,154.63958425419844,5230,TECH
2021-06-11,154.6234331789331,5476,TECH
2021-06-12,149.83539314004375,2625,TECH
2021-06-13,148.37774526627922,6978,TECH
2021-06-14,147.48273808157165,9172,TECH
2021-06-15,144.93739443408714,2538,TECH
2021-06-16,145.88697887321476,7122,TECH
2021-06-17,147.5796903257005,8540,TECH
2021-06-18,152.63626179552637,3585,TECH
2021-06-19,156.2059263755666,6539,TECH
2021-06-20,156.31733723420706,7110,TECH
2021-06-21,157.26023580274767,8650,TECH
2021-06-22,159.4198458708983,7353,TECH
2021-06-23,155.98456842433262,4624,TECH
2021-06-24,155.9041639430377,3119,TECH
2021-06-25,152.4356629309652,1999,TECH
2021-06-26,150.723697950308,9436,TECH
2021-06-27,148.88150808921066,2254,TECH
2021-06-28,146.2455131976111,2553,TECH
2021-06-29,147.83898409315,5692,TECH
2021-06-30,151.3624424467597,1231,TECH
2021-07-01,149.5422537730337,1143,TECH
2021-07-02,150.96708101120805,6191,TECH
2021-07-03,148.18102935011004,8321,TECH
2021-07-04,151.5478508774241,8710,TECH
2021-07-05,151.50789498994195,3571,TECH
2021-07-06,149.26288903656905,2768,TECH
2021-07-07,151.63795530341247,4242,TECH
2021-07-08,150.62845451231902,9296,TECH
2021-07-09,145.93861986282943,1119,TECH
2021-07-10,147.1693293088139,8281,TECH
2021-07-11,142.14640127530933,9793,TECH
2021-07-12,140.47489780644833,9100,TECH
2021-07-13,142.27230327511973,8713,TECH
2021-07-14,142.459771895983,2260,TECH
2021-07-15,138.40516109994704,7991,TECH
2021-07-16,139.22788801228063,5036,TECH
2021-07-17,135.13414073134874,2037,TECH
2021-07-18,135.796306311269,4267,TECH
2021-07-19,137.9327150061667,8044,TECH
2021-07-20,132.57518710551236,7253,TECH
2021-07-21,126.82811615956349,8420,TECH
2021-07-22,126.98050165966785,6800,TECH
2021-07-23,129.1212055122393,6320,TECH
2021-07-24,124.9835358412543,7001,TECH
2021-07-25,121.67699750512755,8876,TECH
2021-07-26,124.83010543976465,3651,TECH
2021-07-27,126.43912944585547,9135,TECH
2021-07-28,126.41316554862749,3565,TECH
2021-07-29,127.04241884127828,1226,TECH
2021-07-30,129.7534036210282,6008,TECH
2021-07-31,123.94621582124105,4210,TECH
2021-08-01,123.68758985373758,3163,TECH
2021-08-02,126.88415498686985,1592,TECH
2021-08-03,132.79245653739935,4541,TECH
2021-08-04,135.88838185879004,3296,TECH
2021-08-05,136.959758435741,6703,TECH
2021-08-06,139.4419332676142,2508,TECH
2021-08-07,140.11626249238742,3746,TECH
2021-08-08,139.64328451966125,7759,TECH
2021-08-09,134.85400697833182,5716,TECH
2021-08-10,138.89319370623468,9349,TECH
2021-08-11,136.1890542759031,9391,TECH
2021-08-12,140.00332239883036,4481,TECH
2021-08-13,141.6303044253024,7818,TECH
2021-08-14,147.12193981554117,6490,TECH
2021-08-15,143.48680883312034,2381,TECH
2021-08-16,145.3601076133227,9096,TECH
2021-08-17,147.9708181270891,8945,TECH
2021-08-18,143.80253787195448,2764,TECH
2021-08-19,143.8288894053291,2146,TECH
2021-08-20,142.69682845760988,8061,TECH
2021-08-21,145.75042199882483,7226,TECH
2021-08-22,146.96857362063813,1249,TECH
2021-08-23,145.55366553466754,4785,TECH
2021-08-24,149.7171126024584,1048,TECH
2021-08-25,147.62502740620766,8170,TECH
2021-08-26,148.6097320587891,1520,TECH
2021-08-27,145.89830042535758,6780,TECH
2021-08-28,142.72956168512468,3142,TECH
2021-08-29,145.68211543692067,7278,TECH
2021-08-30,145.07326467561137,9268,TECH
2021-08-31,147.2766731735334,5138,TECH
2021-09-01,146.44901802760538,7053,TECH
2021-09-02,149.38997294070964,3766,TECH
2021-09-03,149.49924250660786,4393,TECH
2021-09-04,146.14455354406957,9258,TECH
2021-09-05,145.56736878558925,4434,TECH
2021-09-06,150.66634573769394,5257,TECH
2021-09-07,147.75631616623588,2445,TECH
2021-09-08,145.5854684646128,1970,TECH
2021-09-09,148.76560906027726,1987,TECH
2021-09-10,149.45270755450642,9620,TECH
2021-09-11,149.25385980964262,9445,TECH
2021-09-12,151.54676858989941,5003,TECH
2021-09-13,153.48306754615052,6472,TECH
2021-09-14,154.89558860869727,1942,TECH
2021-09-15,153.8151112546579,7571,TECH
2021-09-16,149.8580533855447,4568,TECH
2021-09-17,152.758174376358,5544,TECH
2021-09-18,161.68664841644514,2815,TECH
2021-09-19,157.15523222155397,2685,TECH
2021-09-20,158.21562998958652,2824,TECH
2021-09-21,163.96917458317864,5660,TECH
2021-09-22,164.1194609123179,7267,TECH
2021-09-23,155.2220608860611,3050,TECH
2021-09-24,155.26755809634935,8557,TECH
2021-09-25,157.4376608842323,7406,TECH
2021-09-26,158.10303119390693,3791,TECH
2021-09-27,159.34948096156108,6933,TECH
2021-09-28,161.59885476394572,9047,TECH
2021-09-29,153.80650562999426,2140,TECH
2021-09-30,148.65247410313097,2883,TECH
2021-10-01,152.47939756104458,9579,TECH
2021-10-02,152.14551867310433,9556,TECH
2021-10-03,157.21882976908122,2538,TECH
2021-10-04,150.00054815763158,6442,TECH
2021-10-05,143.74099023474585,2795,TECH
2021-10-06,142.58883688146966,5392,TECH
2021-10-07,136.96459942232758,4222,TECH
2021-10-08,133.90181453184374,2878,TECH
2021-10-09,132.21310066936996,8056,TECH
2021-10-10,132.95857775461482,2706,TECH
2021-10-11,132.214892969696,3343,TECH
2021-10-12,132.22240500325194,1630,TECH
2021-10-13,134.31568690720422,4841,TECH
2021-10-14,135.7087757509865,8861,TECH
2021-10-15,136.11147197913573,3859,TECH
2021-10-16,138.84659533111898,4098,TECH
2021-10-17,135.21602386622632,2425,TECH
2021-10-18,136.38853910729242,2725,TECH
2021-10-19,136.9184470914308,3850,TECH
2021-10-20,139.52035489999318,9630,TECH
2021-10-21,136.436914727389,4602,TECH
2021-10-22,135.23546440049955,6290,TECH
2021-10-23,134.4643435734477,5938,TECH
2021-10-24,134.60253551005647,6737,TECH
2021-10-25,132.96824486306176,8530,TECH
2021-10-26,136.05321253283404,9572,TECH
2021-10-27,134.03947038507613,4211,TECH
2021-10-28,130.4206922131791,6082,TECH
2021-10-29,128.59849170358956,6919,TECH
2021-10-30,126.79248331013069,9258,TECH
2021-10-31,128.49644415467446,9390,TECH
2021-11-01,130.41151352037005,7539,TECH
2021-11-02,135.10026668551805,5998,TECH
2021-11-03,139.69211430043856,7134,TECH
2021-11-04,141.4159569872788,7501,TECH
2021-11-05,139.17303702722984,3206,TECH
2021-11-06,134.80678538047576,6271,TECH
2021-11-07,136.30422010528244,7495,TECH
2021-11-08,137.23352783509367,2095,TECH
2021-11-09,141.37630858747806,4700,TECH
2021-11-10,141.39031922345498,6152,TECH
2021-11-11,141.5365558914509,9526,TECH
2021-11-12,147.06047800213008,1574,TECH
2021-11-13,147.6535325433094,2841,TECH
2021-11-14,147.20457800096008,5993,TECH
2021-11-15,144.37143090737453,2549,TECH
2021-11-16,141.31839139070954,9413,TECH
2021-11-17,144.13241085018205,6726,TECH
2021-11-18,143.34099124000562,6388,TECH
2021-11-19,142.97817374827503,3758,TECH
2021-11-20,145.08649573484456,4823,TECH
2021-11-21,145.7510926440133,8230,TECH
2021-11-22,147.97003839369597,4379,TECH
2021-11-23,142.57716248767957,3341,TECH
2021-11-24,143.07025324893127,8926,TECH
2021-11-25,142.9960720759747,2502,TECH
2021-11-26,144.33835892544997,5948,TECH
2021-11-27,143.2367646019903,3209,TECH
2021-11-28,143.18522808970272,9237,TECH
2021-11-29,141.37047439040634,3241,TECH
2021-11-30,145.30179141492948,1467,TECH
2021-12-01,147.52172062011604,7760,TECH
2021-12-02,148.56969904347739,6556,TECH
2021-12-03,147.72699186252424,2705,TECH
2021-12-04,152.04861601658547,6448,TECH
2021-12-05,151.72893752219534,7237,TECH
2021-12-06,152.44906165041715,8987,TECH
2021-12-07,155.95480549674406,9984,TECH
2021-12-08,154.36501426171998,1090,TECH
2021-12-09,152.7519709031146,7491,TECH
2021-12-10,148.72482850044432,8901,TECH
2021-12-11,145.40400450067995,6809,TECH
2021-12-12,140.69322521361786,7031,TECH
2021-12-13,138.9676816389216,7886,TECH
2021-12-14,134.50347819747068,4624,TECH
2021-12-15,132.65325160280884,7369,TECH
2021-12-16,133.04123345940727,6232,TECH
2021-12-17,130.57683422809026,4855,TECH
2021-12-18,127.56944715681702,5949,TECH
2021-12-19,130.21995386177116,1407,TECH
2021-12-20,131.86436463491222,6286,TECH
2021-12-21,130.8551909127429,8942,TECH
2021-12-22,130.53189429103716,4757,TECH
2021-12-23,130.77725838493055,9311,TECH
2021-12-24,128.96209241290805,1404,TECH
2021-12-25,125.30145755773236,2467,TECH
2021-12-26,125.89271774228364,1333,TECH
2021-12-27,125.18990761392692,4071,TECH
2021-12-28,123.43723463540624,2551,TECH
2021-12-29,124.52152021365887,9379,TECH
2021-12-30,122.77195881691294,7568,TECH
2021-12-31,122.81204253409368,3170,TECH
2022-01-01,125.7662370244214,5862,TECH
2022-01-02,127.97174695845098,1624,TECH
2022-01-03,130.74164483803904,2058,TECH
2022-01-04,129.54080607205867,5481,TECH
2022-01-05,129.25593651334438,2747,TECH
2022-01-06,130.3753747931467,8960,TECH
2022-01-07,128.40353161768502,3351,TECH
2022-01-08,126.10591297189345,2421,TECH
2022-01-09,124.07747177756615,7043,TECH
2022-01-10,120.46800709993255,8302,TECH
2022-01-11,120.58429541139037,3290,TECH
2022-01-12,120.81243944787867,2085,TECH
2022-01-13,119.08275144696998,9918,TECH
2022-01-14,120.80604793856047,1663,TECH
2022-01-15,118.9643256275961,9194,TECH
2022-01-16,120.29173921144063,5483,TECH
2022-01-17,119.92186990192413,9767,TECH
2022-01-18,120.6057445987908,3858,TECH
2022-01-19,123.64138464199553,9329,TECH
2022-01-20,123.0656959010628,3697,TECH
2022-01-21,124.44966721464364,2532,TECH
2022-01-22,124.98454445429137,9842,TECH
2022-01-23,121.47810572250116,8764,TECH
2022-01-24,121.29685265571393,5403,TECH
2022-01-25,117.22291325213857,1345,TECH
2022-01-26,119.0552232922894,7147,TECH
2022-01-27,116.52389088885226,9549,TECH
2022-01-28,118.45961523031583,2716,TECH
2022-01-29,120.98867189771296,2607,TECH
2022-01-30,124.44732894666275,7652,TECH
2022-01-31,122.24766015146177,7280,TECH
2022-02-01,123.68392827127346,2400,TECH
2022-02-02,124.68678414567424,6139,TECH
2022-02-03,123.03410913570293,1816,TECH
2022-02-04,121.83886312445709,4134,TECH
2022-02-05,123.71125019925874,4207,TECH
2022-02-06,118.61343956687547,9066,TECH
2022-02-07,121.07086846903992,5766,TECH
2022-02-08,122.1628811525618,2923,TECH
2022-02-09,120.59295512507799,1854,TECH
2022-02-10,119.48466340864717,2732,TECH
2022-02-11,117.77151806953859,1157,TECH
2022-02-12,118.83738177365932,4233,TECH
2022-02-13,119.28255283490823,4147,TECH
2022-02-14,118.7055631430017,8307,TECH
2022-02-15,119.85297143979183,7473,TECH
2022-02-16,119.46721900401425,8342,TECH
2022-02-17,118.79921589474472,9675,TECH
2022-02-18,116.38954040170881,6356,TECH
2022-02-19,114.98151785333344,9918,TECH
2022-02-20,117.69667033170596,7213,TECH
2022-02-21,119.16833632941994,9341,TECH
2022-02-22,118.01952816884476,8192,TECH
2022-02-23,116.96433528023988,7279,TECH
2022-02-24,120.45639200516169,9556,TECH
2022-02-25,116.84823584980182,9703,TECH
2022-02-26,116.74770399291046,9430,TECH
2022-02-27,114.603240238031,2689,TECH
2022-02-28,111.47463511856095,7456,TECH
2022-03-01,113.84294412704088,7729,TECH
2022-03-02,113.79044175271977,2467,TECH
2022-03-03,110.7910509745546,3042,TECH
2022-03-04,110.15226875391724,4193,TECH
2022-03-05,111.92313199809382,4539,TECH
2022-03-06,112.9717199771904,5633,TECH
2022-03-07,113.19249336839903,7875,TECH
2022-03-08,110.28752416111205,6637,TECH
2022-03-09,114.7750564346595,5060,TECH
2022-03-10,113.10457427995055,3333,TECH
2022-03-11,110.51414483480688,3442,TECH
2022-03-12,112.52986457003476,6807,TECH
2022-03-13,109.39689335551135,8384,TECH
2022-03-14,110.40028339966067,8116,TECH
2022-03-15,113.02553435067986,7299,TECH
2022-03-16,111.82459489949265,8745,TECH
2022-03-17,106.47238150636436,7437,TECH
2022-03-18,106.64260804729744,6078,TECH
2022-03-19,108.37932657279464,5050,TECH
2022-03-20,108.08869571811334,3960,TECH
2022-03-21,109.8675738736473,6791,TECH
2022-03-22,107.91524177226583,2496,TECH
2022-03-23,106.22243601558527,4481,TECH
2022-03-24,105.99904897592629,9794,TECH
2022-03-25,105.86257386311388,1710,TECH
2022-03-26,107.56143699088352,7412,TECH
2022-03-27,107.62273190324971,5554,TECH
2022-03-28,105.33041718359794,7405,TECH
2022-03-29,106.10361098028788,3022,TECH
2022-03-30,107.07175856876437,7778,TECH
2022-03-31,106.9235974768689,9479,TECH
2022-04-01,106.96742178694227,6013,TECH
2022-04-02,106.78864862013111,1364,TECH
2022-04-03,103.38203772023424,6083,TECH
2022-04-04,104.70422348679753,8817,TECH
2022-04-05,105.19234227792269,3990,TECH
2022-04-06,104.93365637630528,7745,TECH
2022-04-07,104.14237868068857,1408,TECH
2022-04-08,101.99724387636388,1238,TECH
2022-04-09,102.77392541512125,5765,TECH
2022-04-10,103.4974354576856,8929,TECH
2022-04-11,102.22893102841945,1450,TECH
2022-04-12,100.84123526300436,9052,TECH
2022-04-13,106.84175106228409,8111,TECH
2022-04-14,107.97678113008745,8087,TECH
2022-04-15,106.42752859817736,3886,TECH
2022-04-16,107.1358411958339,1005,TECH
2022-04-17,104.68325934028454,1861,TECH
2022-04-18,106.95842615031937,4917,TECH
2022-04-19,105.69742625917304,1120,TECH
2022-04-20,106.60324175655927,1608,TECH
2022-04-21,106.78916557851355,2829,TECH
2022-04-22,104.4916227494571,9320,TECH
2022-04-23,104.90172779528888,8465,TECH
2022-04-24,104.8235644324816,1287,TECH
2022-04-25,106.12924899455516,6868,TECH
2022-04-26,103.2903113043837,8906,TECH
2022-04-27,101.17584463169902,7371,TECH
2022-04-28,100.00341471092989,4795,TECH
2022-04-29,102.2624821316295,4178,TECH
2022-04-30,104.33234763412777,3717,TECH
2022-05-01,102.9887367413449,5260,TECH
2022-05-02,104.73136181787268,1639,TECH
2022-05-03,100.70364710331752,7375,TECH
2022-05-04,105.24122347208518,3804,TECH
2022-05-05,105.06291978411106,3963,TECH
2022-05-06,106.92682246187589,3021,TECH
2022-05-07,105.8980058094076,1724,TECH
2022-05-08,104.5368552095934,1765,TECH
2022-05-09,105.53777160989348,5615,TECH
2022-05-10,107.41762272594191,9832,TECH
2022-05-11,109.49457545736468,6717,TECH
2022-05-12,109.05537694156864,2407,TECH
2022-05-13,104.6004701254234,9729,TECH
2022-05-14,105.81019945861954,2551,TECH
2022-05-15,109.23566118047874,5131,TECH
2022-05-16,107.06194700192908,3272,TECH
2022-05-17,112.08499882906935,2753,TECH
2022-05-18,112.43671817252346,3932,TECH
2022-05-19,112.23244214965247,7794,TECH
2022-05-20,108.35812879778288,2290,TECH
2022-05-21,108.30742925662489,2176,TECH
2022-05-22,112.90227320519976,9948,TECH
2022-05-23,110.1432315409449,2618,TECH
2022-05-24,112.61210786505795,3913,TECH
2022-05-25,115.11823911630978,9683,TECH
2022-05-26,117.04418581770426,5215,TECH
2022-05-27,118.60289375136377,6452,TECH
2022-05-28,119.86474350828267,6881,TECH
2022-05-29,117.9766421264733,8823,TECH
2022-05-30,115.62154066864285,5906,TECH
2022-05-31,117.89158610258032,9975,TECH
2022-06-01,120.04386343747247,7989,TECH
2022-06-02,117.66232327752968,4846,TECH
2022-06-03,119.5266896753128,1097,TECH
2022-06-04,118.7782764699888,7757,TECH
2022-06-05,120.87490268260166,7747,TECH
2022-06-06,118.25947947780342,9706,TECH
2022-06-07,117.5639869608988,1062,TECH
2022-06-08,119.13387894543341,9048,TECH
2022-06-09,118.16669570100649,2270,TECH
2022-06-10,117.40270405282946,5948,TECH
2022-06-11,115.02960421086973,6452,TECH
2022-06-12,112.83696264079317,1273,TECH
2022-06-13,109.83205317090925,9354,TECH
2022-06-14,109.82094611325913,1607,TECH
2022-06-15,110.85997349455474,5753,TECH
2022-06-16,112.98675759806744,6630,TECH
2022-06-17,111.10844871315182,9249,TECH
2022-06-18,110.83053436435509,1656,TECH
2022-06-19,109.05458019482775,2086,TECH
2022-06-20,108.67678492048287,4173,TECH
2022-06-21,108.0904561844894,5192,TECH
2022-06-22,107.45933565593828,8569,TECH
2022-06-23,106.7931904944637,3328,TECH
2022-06-24,107.14032057703014,7061,TECH
2022-06-25,108.09909256978997,3228,TECH
2022-06-26,105.33582978654756,5591,TECH
2022-06-27,109.98037402666121,5290,TECH
2022-06-28,108.60929679630544,5606,TECH
2022-06-29,110.80088789831821,6204,TECH
2022-06-30,110.89792805271921,7680,TECH
2022-07-01,108.25195516578587,2935,TECH
2022-07-02,110.56914030278877,5385,TECH
2022-07-03,111.29603540014845,5111,TECH
2022-07-04,109.27692881121298,8528,TECH
2022-07-05,110.62138878391288,6684,TECH
2022-07-06,112.26587918192932,1032,TECH
2022-07-07,114.96745724156077,6845,TECH
2022-07-08,116.06858393834653,6462,TECH
2022-07-09,118.1660778776853,8005,TECH
2022-07-10,117.41876689645461,5393,TECH
2022-07-11,113.29918408040798,8932,TECH
2022-07-12,114.02968965488026,1337,TECH
2022-07-13,116.89006768200572,1880,TECH
2022-07-14,114.36520848068608,4356,TECH
2022-07-15,117.08431518755577,4328,TECH
2022-07-16,120.0643493439884,4314,TECH
2022-07-17,122.23851261256189,6062,TECH
2022-07-18,123.29922628719665,5252,TECH
2022-07-19,123.7689613490156,9210,TECH
2022-07-20,126.09139014525104,4578,TECH
2022-07-21,123.50384048021485,2330,TECH
2022-07-22,121.72592260601922,2342,TECH
2022-07-23,123.17599827070052,3424,TECH
2022-07-24,122.16697944531556,2046,TECH
2022-07-25,124.41383047371556,6198,TECH
2022-07-26,128.33858726888187,6595,TECH
2022-07-27,127.533615045477,7044,TECH
2022-07-28,130.00475045690604,8202,TECH
2022-07-29,133.44823615602826,1708,TECH
2022-07-30,128.2465345792597,1672,TECH
2022-07-31,130.034826213171,3207,TECH
2022-08-01,127.59220397810876,8396,TECH
2022-08-02,129.52380355459047,5993,TECH
2022-08-03,123.99618163152384,6929,TECH
2022-08-04,122.47785143077571,5347,TECH
2022-08-05,118.84934342282749,4010,TECH
2022-08-06,117.53628236779726,7292,TECH
2022-08-07,117.14137214768567,7157,TECH
2022-08-08,116.500350525549,8991,TECH
2022-08-09,115.23536772959812,5098,TECH
2022-08-10,113.21987819013168,7057,TECH
2022-08-11,115.89393873301216,4003,TECH
2022-08-12,115.49627911078059,7758,TECH
2022-08-13,113.81005669384088,5909,TECH
2022-08-14,111.50964343344899,5115,TECH
2022-08-15,110.5433976603186,8260,TECH
2022-08-16,107.55127652233251,1235,TECH
2022-08-17,111.88472087329122,5897,TECH
2022-08-18,109.20544900501147,6690,TECH
2022-08-19,107.74542658270441,1235,TECH
2022-08-20,105.824434162086,8457,TECH
2022-08-21,104.25273369857982,4354,TECH
2022-08-22,102.93693155102615,8946,TECH
2022-08-23,102.87140554221807,9422,TECH
2022-08-24,107.83246792907207,8367,TECH
2022-08-25,109.66471138305789,4348,TECH
2022-08-26,111.5880342763971,5564,TECH
2022-08-27,112.49759594194207,6614,TECH
2022-08-28,111.03176189387082,7456,TECH
2022-08-29,110.87170594551645,6720,TECH
2022-08-30,109.55903213595887,1090,TECH
2022-08-31,109.76257438980636,8997,TECH
2022-09-01,113.53369116001663,5365,TECH
2022-09-02,115.24758628165938,1177,TECH
2022-09-03,118.69037044472293,5047,TECH
2022-09-04,117.98376986280887,5481,TECH
2022-09-05,117.63457549695,4868,TECH
2022-09-06,118.45409428799307,6260,TECH
2022-09-07,122.20249429209751,1891,TECH
2022-09-08,117.57084284027053,4479,TECH
2022-09-09,117.51145343842646,8830,TECH
2022-09-10,122.02664744698777,2411,TECH
2022-09-11,123.49395705094966,1750,TECH
2022-09-12,122.25935264193973,2620,TECH
2022-09-13,125.06715482738086,7236,TECH
2022-09-14,127.76859035383008,8585,TECH
2022-09-15,128.85069868578515,5661,TECH
2022-09-16,130.66030947863365,5794,TECH
2022-09-17,130.62839277850566,8970,TECH
2022-09-18,135.27980674987072,3688,TECH
2022-09-19,137.99202899964436,9708,TECH
2022-09-20,137.27081482483314,2414,TECH
2022-09-21,138.70763085206258,7805,TECH
2022-09-22,133.7165092949468,5173,TECH
2022-09-23,132.3896184294384,9167,TECH
2022-09-24,130.4917659223823,3056,TECH
2022-09-25,125.83938262337699,9226,TECH
2022-09-26,128.07488027694117,6341,TECH
2022-09-27,126.43801724338589,2088,TECH
2022-09-28,122.09435834692303,5976,TECH
